日期,（天）用水量,总量,平均
2019-01-28,1.0800000000000005,507.5499999999977,7.69015151515148
2019-01-28,1.0800000000000005
2019-01-29,3.6499999999999995
2019-01-30,11.760000000000003
2019-01-31,12.18999999999999
2019-05-01,3.0099999999999976
2019-05-02,1.910000000000001
2019-05-03,2.9799999999999995
2019-05-04,12.95
2019-05-05,8.659999999999997
2019-05-06,9.830000000000005
2019-05-07,1.980000000000001
2019-05-08,1.990000000000001
2019-05-09,2.18
2019-05-10,11.79000000000001
2019-05-11,13.049999999999994
2019-05-12,4.839999999999998
2019-05-13,1.2300000000000006
2019-05-14,2.480000000000001
2019-05-15,11.69
2019-05-16,10.120000000000005
2019-05-17,1.670000000000001
2019-05-18,2.1100000000000003
2019-05-19,2.4099999999999993
2019-05-20,11.63
2019-05-21,6.019999999999996
2019-05-22,10.37999999999999
2019-05-23,4.12
2019-05-24,4.290000000000001
2019-05-25,11.39000000000001
2019-05-26,2.2399999999999998
2019-05-27,1.8400000000000014
2019-05-28,11.32
2019-05-29,16.020000000000003
2019-05-30,12.93
2019-05-31,14.490000000000007
2019-07-01,2.1600000000000006
2019-07-02,5.589999999999996
2019-07-03,11.440000000000001
2019-07-04,12.07999999999999
2019-07-05,2.999999999999998
2019-07-06,3.0199999999999996
2019-07-07,6.470000000000001
2019-07-08,21.58
2019-07-09,7.479999999999997
2019-07-10,7.129999999999993
2019-07-11,6.329999999999992
2019-07-12,4.789999999999997
2019-07-13,5.039999999999995
2019-07-14,3.949999999999995
2019-07-15,7.9399999999999995
2019-07-16,15.500000000000002
2019-07-17,8.89
2019-07-18,5.520000000000002
2019-07-19,6.329999999999998
2019-07-20,7.88
2019-07-21,13.399999999999995
2019-07-22,12.719999999999999
2019-07-23,12.040000000000006
2019-07-24,6.239999999999996
2019-07-25,6.189999999999991
2019-07-26,6.4199999999999955
2019-07-27,17.169999999999998
2019-07-28,19.210000000000004
2019-07-29,7.129999999999999
2019-07-30,6.7199999999999935
2019-07-31,5.959999999999991
